# origin_chain_id destination_chain_id asset_symbols reason bridge_parachain_id
#
# reason is one of:
# - bridge-sora: route depends on SORA bridge execution metadata and bridge fee semantics.
# - non-native-asset: route carries non-native or parachain asset metadata that must be route-reviewed.
# - cross-parachain-native: route carries relay-native assets through non-relay origins and needs route review.
#
# Keep this manifest in sync with:
#   scripts/audit-xcm-registry-metadata.sh --write-gap-report build/reports/xcm-registry-gap-report.json --require-gap-file scripts/xcm-discovery-only-routes.tsv

# SORA bridge routes.
e61a41c53f5dcd0beb09df93b34402aada44cb05117b71059cce40a2723a4e97 68d56f15f85d3136970ec16946040bc1752654e906147f7e43e9d539d7c3de2f USDT non-native-asset -
fe58ea77779b7abda7da4ec526d14db9b1e9cd40a217c34892af80a9b332b76d fc41b9bd8ef8fe53d58c7ea67c794c7ec9a73daf05e6d54b14ff6342c99ba64c ACA,AUSD,GLMR non-native-asset -
fe58ea77779b7abda7da4ec526d14db9b1e9cd40a217c34892af80a9b332b76d e61a41c53f5dcd0beb09df93b34402aada44cb05117b71059cce40a2723a4e97 GLMR non-native-asset -
fe58ea77779b7abda7da4ec526d14db9b1e9cd40a217c34892af80a9b332b76d 68d56f15f85d3136970ec16946040bc1752654e906147f7e43e9d539d7c3de2f USDT non-native-asset -
3266816be9fa51b32cfea58d3e33ca77246bc9618595a4300e44c8856a8d8a17 6408de7737c59c238890533af25896a2c20608d8b380bb01029acb392781063e ROC non-native-asset -
7e4e32d0feafd4f9c9414b0be86373f9a1efa904809b683453a9af6856d38ad5 fc41b9bd8ef8fe53d58c7ea67c794c7ec9a73daf05e6d54b14ff6342c99ba64c ACA non-native-asset -
7e4e32d0feafd4f9c9414b0be86373f9a1efa904809b683453a9af6856d38ad5 6bd89e052d67a45bb60a9a23e8581053d5e0d619f15cb9865946937e690c42d6 LLD,LLM,XOR non-native-asset -
7e4e32d0feafd4f9c9414b0be86373f9a1efa904809b683453a9af6856d38ad5 9eb76c5184c4ab8679d2d5d819fdf90b9c001403e9e17da2e14b6d8aec4029c6 ASTR non-native-asset -
6bd89e052d67a45bb60a9a23e8581053d5e0d619f15cb9865946937e690c42d6 7e4e32d0feafd4f9c9414b0be86373f9a1efa904809b683453a9af6856d38ad5 LLD,LLM,XOR non-native-asset -

# Relay-native assets through SORA/non-relay origins.
7e4e32d0feafd4f9c9414b0be86373f9a1efa904809b683453a9af6856d38ad5 b0a8d493285c2df73290dfb7e61f870f17b41801197a149ca93654499ea3dafe KSM cross-parachain-native -
7e4e32d0feafd4f9c9414b0be86373f9a1efa904809b683453a9af6856d38ad5 91b171bb158e2d3848fa23a9f1c25182fb8e20313b2c1eb49219da7a70ce90c3 DOT cross-parachain-native -
